loanee_id,name,age,gender,amount_borrowed,date_borrowed,expected_repayment_date,date_repaid,amount_to_be_repaid,employment_status,income,credit_score,loan_purpose,loan_type,interest_rate,loan_term,address,city,state,zip_code,country,email,phone_number,marital_status,dependents,education_level,employer,job_title,years_employed
4258,Crystal Sanchez,27,Male,70999.45,2023-10-21,2026-12-18,,83069.36,Unemployed,30764.75,593,Personal,Unsecured,0.17,33,"38184 Devin Dam, New Lauraview, KY 58694",North Danielburgh,PR,55224,USA,saundersamber@example.com,(917)571-5997x12078,Single,4,Doctorate,Moore-Conrad,Television production assistant,7
4259,Sarah Carter,51,Female,3010.65,2023-09-22,2027-03-18,"2027-03-18-24 days, 0:00:00",3462.2476,Unemployed,59595.87,720,Home,Secured,0.15,36,"708 Thomas Creek Suite 810, North Kathyborough, IN 11108",Lake Matthewtown,CO,13642,USA,elizabethharris@example.com,(518)665-1205x1647,Single,5,Bachelor,"Murphy, Powell and Lowery",Statistician,2
4260,Andrew Mclaughlin,22,Female,44395.13,2023-10-14,2025-07-26,,49278.594,Unemployed,66062.87,729,Personal,Unsecured,0.11,16,"1579 Julian Row Suite 383, East Andrew, NH 17908",Luisborough,MI,03771,USA,perezcarolyn@example.org,(664)739-2730x12927,Widowed,2,Bachelor,Cunningham Ltd,Call centre manager,4
4261,Peter Thompson,43,Male,59694.03,2023-04-11,2026-01-22,,69842.016,Employed,41749.57,780,Personal,Unsecured,0.17,22,"USS Ortiz, FPO AP 74745",Kristinstad,GA,65287,USA,katie77@example.net,+1-232-265-5840x380,Married,5,Master,Hall LLC,Secretary/administrator,16
4262,Patricia Sanchez,63,Male,85197.0,2023-09-24,2025-06-26,,100532.46,Unemployed,86472.43,764,Education,Secured,0.18,15,"PSC 8351, Box 3460, APO AP 60791",Gregland,NE,62649,USA,hughesmichael@example.com,001-964-551-6521x8444,Divorced,0,Bachelor,Stephens PLC,Freight forwarder,3
4263,Antonio Ellison,65,Female,20564.3,2023-05-21,2026-09-19,"2026-09-195 days, 0:00:00",22826.373,Self-employed,58502.11,708,Business,Secured,0.11,30,"9550 Hannah Views Suite 329, Trujillomouth, MO 38825",Susanfort,UT,40826,USA,harveyashley@example.org,001-862-468-5273x365,Divorced,3,Bachelor,"Valenzuela, Reid and Brooks","Nurse, children's",7
4264,Lauren Green,42,Male,9522.26,2023-12-17,2028-09-08,"2028-09-086 days, 0:00:00",11236.267,Employed,28371.99,776,Business,Secured,0.18,54,"8188 Phillips Port, Jacksonmouth, DE 68386",Meganshire,HI,92342,USA,angela16@example.com,894.222.5468x883,Widowed,5,Master,Woods-Black,Charity officer,4
4265,Daniel Coleman,33,Male,9580.14,2024-03-24,2027-04-17,"2027-04-17-21 days, 0:00:00",10825.559,Self-employed,61540.59,502,Personal,Secured,0.13,37,"939 Parker Grove Apt. 332, South Lesliebury, SC 08728",Jodistad,CO,61282,USA,carolyn29@example.com,385.943.5408x82029,Married,4,Master,Clark-Baker,Medical physicist,2
4266,Lisa May,29,Male,20144.42,2024-01-20,2028-07-10,,23367.527,Employed,98013.88,816,Home,Secured,0.16,52,"7071 Mata Ridges Suite 546, East Danielberg, MI 02486",East Michael,MO,72274,USA,gdavis@example.net,+1-666-874-0734x28165,Widowed,2,Bachelor,Martinez-Lambert,Chief of Staff,17
4267,Jacob Archer,52,Female,16973.62,2023-07-09,2025-08-25,,18670.982,Unemployed,97072.39,780,Home,Secured,0.1,17,"Unit 3906 Box 2953, DPO AP 54336",Wesleyland,AZ,27710,USA,bowmaneric@example.org,(328)808-9701,Married,5,Doctorate,"Williams, Preston and Avery","Engineer, mining",5
4268,Jesse Arnold,52,Female,45125.86,2023-05-04,2026-07-21,"2026-07-2120 days, 0:00:00",51443.48,Self-employed,91658.38,599,Business,Secured,0.14,28,"050 Green Squares, Lake Robert, NY 70118",West Dawnview,GA,58495,USA,alexissosa@example.org,001-849-240-9832x35036,Divorced,1,Master,"Rivera, York and Kerr",Music tutor,1
4269,Kathryn Rhodes,52,Female,25129.76,2024-03-31,2027-01-17,"2027-01-17-24 days, 0:00:00",29904.414,Employed,96648.94,679,Education,Secured,0.19,34,"39237 Smith Mall, Jonathanfurt, FL 46990",Port Frederick,FL,87439,USA,jennawilliams@example.net,427-381-1271,Single,1,Doctorate,Crawford-Cordova,Manufacturing engineer,3
4270,Elizabeth Fernandez,44,Female,9958.55,2023-11-12,2029-03-07,"2029-03-07-10 days, 0:00:00",11452.332,Self-employed,62268.95,624,Home,Secured,0.15,60,"45839 Jones Court Apt. 261, Barronview, GU 17856",Alexville,MT,35328,USA,kristinperez@example.net,721-376-1973x3789,Single,5,Bachelor,Cunningham Group,"Surveyor, planning and development",12
4271,Michael Crosby,65,Female,81490.96,2023-05-27,2025-11-23,,95344.42,Unemployed,92164.81,762,Business,Secured,0.17,20,"2473 Kemp Rapids Suite 720, West Josephside, IN 10230",Tylerview,MO,57224,USA,andrewhill@example.org,(298)580-2628x121,Widowed,5,Doctorate,"Boyd, Duffy and Peterson",IT trainer,17
4272,David Hunter,26,Female,76158.64,2023-07-23,2028-08-09,"2028-08-091 day, 0:00:00",83774.51,Self-employed,50409.76,759,Education,Unsecured,0.1,53,"06301 Brandon Harbor Suite 737, Jenniferview, WA 17659",North Stephanie,KY,88796,USA,williamschad@example.org,845.925.4151x302,Married,0,Bachelor,Johnson-Gallagher,Industrial buyer,16
4273,Jessica Hall,19,Female,37896.24,2023-04-25,2027-11-13,"2027-11-13-7 days, 0:00:00",42822.75,Self-employed,66261.47,545,Education,Secured,0.13,44,"9566 Julie Greens Suite 227, Thompsonfurt, IL 62640",Adrianville,SD,90000,USA,zmorse@example.net,+1-757-809-6408x240,Single,2,Doctorate,Garcia LLC,"Scientist, physiological",0
4274,Kimberly Everett,51,Female,57081.6,2024-01-05,2025-09-24,,65643.84,Unemployed,42143.17,823,Education,Unsecured,0.15,18,"489 Bowen Circle, East Rachel, FL 89483",Johnsonfurt,VA,87853,USA,elliottterry@example.net,701.239.8751x3450,Divorced,2,Bachelor,Mccoy-Davenport,"Scientist, marine",19
4275,Tyler Hayes,53,Female,15112.23,2023-12-30,2027-08-15,,17983.553,Unemployed,34606.53,699,Home,Unsecured,0.19,41,"69589 Todd Fields Apt. 044, East Michael, NC 01632",North Henry,AS,47888,USA,jessicapearson@example.org,(265)214-9173,Married,3,Bachelor,"Clarke, Glover and Weber","Accountant, chartered management",4
4276,Amy Gomez,59,Male,99812.45,2024-01-11,2029-03-07,,112788.07,Employed,94002.41,603,Home,Secured,0.13,60,"60213 Michael Land Suite 116, Lake Cindyside, GU 43927",Mullinschester,AK,95930,USA,luisdelgado@example.org,+1-658-563-5207x070,Married,5,High School,Robinson-Hayes,Armed forces operational officer,5
4277,Nicole Archer,46,Male,25597.77,2024-03-10,2025-05-27,"2025-05-275 days, 0:00:00",29949.39,Unemployed,89099.31,834,Business,Secured,0.17,14,"389 Le Shoals, South Jonathan, IN 17058",New Kimside,IN,19126,USA,elaine68@example.com,878-781-6849x568,Married,0,Doctorate,Wood Group,Textile designer,9
4278,Patricia Baker,43,Male,38364.94,2023-06-09,2027-08-15,"2027-08-1522 days, 0:00:00",42968.734,Unemployed,26661.36,590,Home,Unsecured,0.12,41,"700 Donna Lodge Suite 568, Scottside, PA 66366",Millermouth,FL,59198,USA,rguerrero@example.org,700.654.8052,Divorced,4,High School,Chen-Marshall,Product designer,8
4279,Cody Holloway,60,Male,6862.17,2023-04-19,2025-11-23,"2025-11-2316 days, 0:00:00",7754.252,Self-employed,50759.89,676,Home,Secured,0.13,20,"USNS Ortiz, FPO AE 71724",West Larry,IN,53144,USA,wgreen@example.net,901.462.7230,Single,1,Bachelor,Hernandez-Matthews,Dietitian,6
4280,Robin Perez,64,Male,5402.13,2023-08-08,2025-06-26,"2025-06-26-1 day, 0:00:00",6266.4707,Unemployed,71211.85,633,Education,Secured,0.16,15,"191 Michelle Groves, East Jamieport, HI 82289",North Teresa,CT,86234,USA,zgonzalez@example.org,9844792791,Divorced,0,Master,Vargas and Sons,Museum/gallery curator,15
4281,Jack Hess,54,Female,30104.15,2023-08-27,2027-02-16,"2027-02-16-9 days, 0:00:00",33716.65,Self-employed,91245.64,740,Education,Secured,0.12,35,"4167 John Trail, Hollymouth, NM 98279",Johnfort,ME,81734,USA,bill93@example.com,+1-888-964-6987x314,Married,5,Doctorate,Moore PLC,Mining engineer,13
4282,Joseph Little,47,Female,57908.0,2023-07-26,2028-06-10,"2028-06-1030 days, 0:00:00",66594.2,Employed,79279.54,801,Education,Secured,0.15,51,"304 Figueroa Road, Jessicafort, NY 45383",East Victoria,WA,35351,USA,john84@example.com,001-543-714-9749x70758,Single,2,High School,"Martin, Turner and Brown","Lighting technician, broadcasting/film/video",0
4283,Jason Lee,38,Female,26361.99,2023-10-10,2028-03-12,"2028-03-1217 days, 0:00:00",31370.768,Self-employed,97110.41,575,Business,Unsecured,0.19,48,"753 Kim Gardens, East Lisahaven, CT 97021",New Tylerhaven,OK,67160,USA,bwhite@example.net,(293)725-5961x25131,Single,1,Master,"Carter, Chambers and Knox",Research scientist (life sciences),13
4284,Brian Wilson,23,Female,66960.48,2024-01-23,2028-09-08,,74995.734,Unemployed,84655.24,735,Business,Secured,0.12,54,"USS Flores, FPO AP 62913",East Amyborough,CT,46521,USA,melissaallen@example.com,705.602.8348x50650,Single,5,Bachelor,Allen-Vargas,"Embryologist, clinical",8
4285,Billy Howard,21,Female,12784.96,2024-02-15,2028-05-11,"2028-05-119 days, 0:00:00",14447.005,Self-employed,22061.02,504,Personal,Unsecured,0.13,50,"USNV Jenkins, FPO AA 60857",Maciasfurt,VA,64061,USA,ramirezrandall@example.com,001-841-903-3672x71217,Single,4,Bachelor,"Hall, Valdez and Patel",Engineering geologist,4
4286,Cynthia Mendoza,64,Female,72238.41,2023-08-05,2028-06-10,"2028-06-10-3 days, 0:00:00",83796.555,Unemployed,90718.13,571,Home,Unsecured,0.16,51,"9041 Tamara Valleys, Marshallbury, VA 20421",East Dustin,MI,42234,USA,shermanbrittany@example.com,505.810.2370x1400,Divorced,4,Doctorate,Sims-Hunter,Haematologist,4
4287,Willie Clark,36,Male,72413.88,2023-05-27,2027-03-18,,79655.266,Self-employed,99599.12,717,Personal,Secured,0.1,36,"USS Mullen, FPO AA 53124",Joycemouth,DE,21136,USA,joshuadavis@example.org,001-807-679-0306x04597,Widowed,2,Master,Schmidt-Montgomery,"Engineer, technical sales",7
4288,Kendra Reese,24,Male,2916.86,2023-11-03,2027-01-17,,3325.2205,Employed,64148.82,647,Business,Secured,0.14,34,"966 Robert Points, Johnmouth, IL 04177",Lake Aprilstad,WI,63696,USA,udiaz@example.org,960.996.5513x06765,Divorced,5,Doctorate,Morales Ltd,Dance movement psychotherapist,15
4289,John Jackson,51,Male,55810.36,2024-03-06,2028-11-07,"2028-11-07-27 days, 0:00:00",63065.707,Unemployed,56156.75,754,Education,Unsecured,0.13,56,"68140 Rivers Union, West Williamhaven, OH 60517",Lake William,OH,15296,USA,bauerjames@example.com,001-758-777-9714x1520,Divorced,3,Master,Lewis-Rice,Amenity horticulturist,14
4290,Jacob Flynn,22,Male,50192.64,2023-11-03,2028-06-10,"2028-06-105 days, 0:00:00",55713.832,Unemployed,32736.45,517,Personal,Secured,0.11,51,"572 Christopher Street Suite 405, Jonesland, DC 18651",North Jeffrey,ME,18356,USA,briancoleman@example.org,(745)988-1987x20040,Married,5,Master,"Williams, Gomez and Carroll","Programmer, applications",17
4291,Jessica Jones,27,Male,63112.24,2024-02-03,2026-12-18,"2026-12-18-18 days, 0:00:00",75734.69,Employed,62598.04,575,Education,Secured,0.2,33,"664 Melissa Freeway Apt. 693, Medinaton, NC 88659",West Ethan,ME,13076,USA,charles23@example.net,9982580370,Widowed,5,Master,Ward Inc,"Pilot, airline",2
4292,Valerie Cobb,29,Female,43436.36,2023-06-06,2027-05-17,"2027-05-1713 days, 0:00:00",49517.45,Employed,63166.57,646,Home,Unsecured,0.14,38,"869 Alyssa Extensions, North Laurastad, SD 16157",Duranside,NC,99837,USA,mmiller@example.net,457-792-9008x080,Single,0,Master,"Wilson, Juarez and Morris",Dramatherapist,4
4293,Regina Dillon,58,Male,53290.3,2023-08-07,2027-02-16,,59152.234,Self-employed,87598.87,684,Personal,Unsecured,0.11,35,"688 Harvey Field Suite 294, Harperside, UT 41098",East Marcus,AS,87920,USA,amy81@example.org,824-979-5663,Single,1,Doctorate,Butler-Riddle,Financial risk analyst,18
4294,Kenneth Mccoy,44,Male,88168.61,2023-10-17,2027-09-14,"2027-09-146 days, 0:00:00",98748.84,Unemployed,56904.34,610,Business,Unsecured,0.12,42,"08451 Tate Views Apt. 695, Cherylchester, PW 41220",West Bethany,GA,28371,USA,braybethany@example.net,278-808-1463x8716,Single,2,Doctorate,Casey PLC,Public affairs consultant,2
4295,Samuel Alvarado,19,Female,30830.12,2023-06-21,2027-12-13,"2027-12-13-22 days, 0:00:00",35146.336,Unemployed,60071.7,551,Business,Unsecured,0.14,45,"1037 Wilson Station, Johnburgh, ME 52806",Burnettmouth,NC,66360,USA,clane@example.org,(426)811-1800x2736,Widowed,5,High School,Porter-Dorsey,Minerals surveyor,3
4297,Ashley Lewis,47,Female,90777.8,2023-11-07,2029-03-07,"2029-03-0727 days, 0:00:00",107117.805,Unemployed,95388.08,645,Education,Secured,0.18,60,"865 Lopez Light Suite 569, Matthewhaven, MP 16321",North Brandystad,AK,01382,USA,gayfaith@example.com,(635)692-2624x5867,Divorced,0,Master,Sims Inc,Barista,14
4298,Bob Brewer,45,Female,95364.63,2023-07-29,2027-02-16,"2027-02-1620 days, 0:00:00",104901.09,Unemployed,58433.56,762,Education,Unsecured,0.1,35,"972 Pamela Parkway, Jacksontown, IL 13473",Donnashire,AS,99801,USA,vcarter@example.com,001-902-647-2346x29361,Divorced,4,Master,"Fernandez, Porter and Green",Clinical psychologist,8
4299,Leslie Long,44,Male,97508.83,2023-10-19,2027-04-17,"2027-04-17-10 days, 0:00:00",109209.89,Unemployed,66999.36,546,Business,Secured,0.12,37,"95981 Wilson Row, Martinland, GA 04803",East Hunter,HI,81471,USA,karennoble@example.org,+1-898-671-3204x1131,Single,1,Bachelor,Johnson Ltd,Broadcast presenter,16
4300,Lauren Wells,41,Female,83541.09,2023-11-02,2028-09-08,,94401.43,Self-employed,90798.84,673,Personal,Secured,0.13,54,"1083 Benjamin Branch Apt. 341, Bryanthaven, UT 17119",Kingstad,DE,92194,USA,glassgrant@example.org,+1-810-745-6925x776,Divorced,4,High School,Payne Inc,Tourism officer,13
4301,Victoria Franklin,26,Male,46687.16,2023-09-12,2027-02-16,,52756.492,Self-employed,70643.12,716,Business,Unsecured,0.13,35,"USCGC Pope, FPO AE 27469",Hilltown,IA,70316,USA,qgarcia@example.org,(482)251-7064x47248,Divorced,5,Doctorate,Rodriguez-Vargas,Technical author,13
4302,Catherine Hess,37,Male,79220.84,2024-02-12,2027-02-16,"2027-02-16-14 days, 0:00:00",94272.8,Self-employed,95613.03,513,Business,Secured,0.19,35,"2433 Grant Land Suite 049, Port Ericberg, OH 69971",Potterborough,ND,68071,USA,taylorwilliams@example.net,3392530527,Married,3,Master,Jenkins Inc,"Investment banker, corporate",6
4303,Jessica Arias,18,Male,63468.34,2024-03-13,2025-04-27,"2025-04-27-2 days, 0:00:00",75527.33,Self-employed,31901.99,551,Personal,Unsecured,0.19,13,"118 Ramos Village, Johnsonfort, IL 19097",Emilybury,NM,25337,USA,dana13@example.org,(774)777-6270x267,Single,2,Master,"Cain, Wolf and Pope","Engineer, maintenance (IT)",3
4304,Justin Arnold,63,Female,25390.52,2023-12-06,2027-07-16,,30214.719,Self-employed,89606.74,775,Home,Unsecured,0.19,40,"PSC 7194, Box 8742, APO AP 02298",Romeroville,KS,07831,USA,yjohnson@example.org,8416078592,Single,3,Doctorate,"Knight, Baker and Armstrong","Psychotherapist, dance movement",1
4305,Mr. Paul Gutierrez MD,60,Male,12908.85,2024-01-25,2026-12-18,"2026-12-18-18 days, 0:00:00",14457.912,Unemployed,90925.07,702,Home,Secured,0.12,33,"68441 Peter Bypass Suite 515, Lake Bradleyport, NY 80737",Karenberg,MP,46264,USA,qwalker@example.org,(937)282-8710,Widowed,2,Bachelor,Warner-Schroeder,Public librarian,6
4306,Renee West,43,Female,96826.0,2023-12-19,2026-03-23,"2026-03-23-25 days, 0:00:00",114254.68,Employed,20713.57,599,Education,Unsecured,0.18,24,"037 Murray Passage, Brookeborough, WA 42194",Serranoton,MS,17290,USA,max36@example.net,001-287-233-0806x89027,Married,4,High School,"Tran, Wilson and Armstrong","Scientist, audiological",8
4307,Tami Ho,22,Male,24704.54,2023-06-23,2026-03-23,"2026-03-23-1 day, 0:00:00",27916.13,Self-employed,59009.99,640,Education,Unsecured,0.13,24,"USS Wagner, FPO AE 62409",Josephton,NH,51626,USA,draymond@example.net,001-490-922-2395x730,Divorced,2,Master,"Le, Davis and Richardson",Merchant navy officer,0
4308,Michael Stewart,48,Male,30779.08,2024-01-15,2029-01-06,"2029-01-06-7 days, 0:00:00",34780.36,Unemployed,21571.94,755,Personal,Unsecured,0.13,58,"36347 Ashley Green, Lake Katherinemouth, AK 67938",Lake Bridgetbury,NC,42162,USA,wadkins@example.com,(801)342-7310,Married,3,Master,"Lopez, Harper and Guzman",Financial controller,8
4309,Jennifer Jones,20,Male,81272.73,2023-10-10,2025-03-28,"2025-03-28-10 days, 0:00:00",90212.73,Self-employed,93860.01,635,Personal,Unsecured,0.11,12,"738 Sean Landing Suite 769, Tammyfurt, AK 87848",Robertsmouth,WA,94700,USA,stacy61@example.com,+1-878-319-5904x5694,Married,4,High School,"Gallagher, Walker and Fuller",Ergonomist,10
4310,Steven Wright,64,Male,73634.39,2023-11-21,2027-01-17,,83943.2,Employed,29046.32,720,Home,Secured,0.14,34,"618 Grant Shoal Apt. 810, East David, FL 75624",West Dianatown,HI,69472,USA,anna12@example.com,529-339-0641,Married,3,High School,"Nichols, Russell and Anderson",IT sales professional,12
4311,Keith Hopkins,53,Male,8179.32,2023-10-20,2027-05-17,"2027-05-1714 days, 0:00:00",9569.805,Employed,52433.08,793,Education,Secured,0.17,38,"PSC 8195, Box 1679, APO AE 55616",South Kyle,OK,70041,USA,ehoward@example.net,(523)725-9101,Divorced,4,High School,"Graves, Taylor and Davila",Environmental education officer,14
4312,Michelle Brown,25,Female,97937.36,2023-12-16,2025-03-28,"2025-03-2818 days, 0:00:00",115566.086,Employed,56780.0,535,Business,Secured,0.18,12,"418 Holmes Streets, Sarahborough, KS 02894",Sarafort,VI,71621,USA,blackburnsamantha@example.net,001-345-646-9810x3914,Widowed,4,High School,Choi-Monroe,Tax adviser,14
4313,William Brown,51,Male,80431.32,2023-06-30,2028-01-12,"2028-01-125 days, 0:00:00",91691.7,Self-employed,68823.2,695,Business,Secured,0.14,46,"09767 Corey Flat Suite 337, Floresport, SD 36416",Codyfort,KS,79751,USA,wshepard@example.org,825.738.1617,Married,2,Bachelor,Mueller-Castro,Television camera operator,5
4314,Catherine Sullivan,29,Female,3771.12,2023-08-11,2025-07-26,,4449.9214,Self-employed,97184.87,606,Education,Secured,0.18,16,"02755 Carlos Common Suite 647, East Jamietown, ID 75010",Dawnland,IA,13914,USA,athomas@example.net,(388)635-9767,Widowed,4,Master,Allen Inc,"Engineer, structural",18
4315,Anthony Taylor,47,Female,73864.27,2023-08-16,2027-12-13,"2027-12-136 days, 0:00:00",84205.266,Unemployed,40156.75,783,Business,Secured,0.14,45,"776 Morrow Meadow, West Ricky, WY 17688",North Scott,OR,72676,USA,uhernandez@example.com,578-792-5518,Widowed,0,Master,Hernandez Group,Insurance claims handler,5
4316,David Miller,38,Male,61386.43,2023-08-02,2026-10-19,"2026-10-1912 days, 0:00:00",68138.94,Employed,82446.57,712,Personal,Unsecured,0.11,31,"528 Kenneth Junction, Port Robertmouth, NJ 72164",Lake Patrickmouth,IL,47201,USA,jessicamatthews@example.com,5678794765,Divorced,4,Master,Mcintosh LLC,Public affairs consultant,4
4317,Susan Hale,20,Male,65152.76,2024-01-04,2026-07-21,"2026-07-21-9 days, 0:00:00",73622.62,Employed,85461.76,684,Home,Secured,0.13,28,"984 David Springs Suite 835, Harristown, HI 48738",Port Karaland,MA,26360,USA,bernardgardner@example.com,447-557-3203x208,Widowed,3,High School,Cardenas-Henry,IT consultant,14
4318,Karen Cross,65,Male,75841.54,2024-02-04,2026-02-21,"2026-02-21-21 days, 0:00:00",87217.77,Employed,88356.91,819,Personal,Secured,0.15,23,"PSC 3520, Box 1888, APO AA 34793",East Susan,VT,33338,USA,angelaboyle@example.com,+1-702-534-5362x8922,Single,3,Bachelor,"Thompson, Newman and Martinez",Clinical biochemist,0
4319,Yolanda Walker,22,Male,14630.16,2023-08-28,2026-05-22,"2026-05-2213 days, 0:00:00",16093.176,Self-employed,29004.22,747,Personal,Unsecured,0.1,26,"02590 Rebecca Rapid, Markhaven, ID 62858",South Lindaborough,MA,25875,USA,kristina65@example.net,6704650359,Divorced,1,Doctorate,Blair-Carter,Adult guidance worker,4
4320,Jon Serrano,37,Male,64731.81,2024-02-09,2027-04-17,,74441.58,Employed,56652.68,794,Home,Unsecured,0.15,37,"985 Cynthia Rapid, Angelaberg, NJ 82131",Snowborough,VA,45895,USA,debbie66@example.net,693-403-0145x849,Married,5,High School,Johnson-Jenkins,Oncologist,3
4321,Ashley Hunter,48,Male,70270.09,2023-08-12,2026-07-21,"2026-07-21-27 days, 0:00:00",81513.305,Unemployed,61926.64,540,Business,Unsecured,0.16,28,"8512 Austin Springs, South Christopher, MO 58890",Yvonnetown,CO,50986,USA,cknight@example.net,+1-680-466-3960,Married,1,High School,Smith-Ritter,Administrator,19
4322,Leroy Matthews,46,Male,51110.5,2023-07-31,2028-03-12,,59799.285,Employed,88089.04,568,Education,Unsecured,0.17,48,"6486 Cynthia Lakes, New Matthew, OH 62514",Hollyport,DC,28941,USA,josesmith@example.org,967-925-1219,Single,4,Bachelor,Farley Inc,"Production assistant, television",20
